Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Czechoslovakia,OWID_CZS,1986,,1821,541,,2940,10008,411983,832419,175615
Czechoslovakia,OWID_CZS,1987,,1817,562,,2520,11121,411977,858180,193915
Czechoslovakia,OWID_CZS,1988,,1281,526,,2520,10513,405444,914654,198700
Czechoslovakia,OWID_CZS,1989,,1176,397,,2646,11453,406821,933709,233244
Czechoslovakia,OWID_CZS,1990,,1176,238,,2646,9875,403319,912553,245615
Czechoslovakia,OWID_CZS,1991,,1176,160,,2646,8923,354363,826864,229268
Czechoslovakia,OWID_CZS,1992,,1176,150,,2646,8173,318862,834493,194948
Democratic Republic of Congo,COD,1961,80000,,,,,9350,24300,18000,5200
Democratic Republic of Congo,COD,1962,81000,,,,,8690,23700,18500,5300
Democratic Republic of Congo,COD,1963,82000,,,,,8030,23100,19000,5500
Democratic Republic of Congo,COD,1964,84000,,,,,7340,23800,19500,5600
Democratic Republic of Congo,COD,1965,86000,,,,,7140,14400,20000,5900
Democratic Republic of Congo,COD,1966,84000,,,,,6200,16400,20750,5300
Democratic Republic of Congo,COD,1967,82000,,,,,6590,16900,22000,6100
Democratic Republic of Congo,COD,1968,80000,,,,,6910,16800,22750,7800
Democratic Republic of Congo,COD,1969,78000,,,,,7300,18000,23200,9500
Democratic Republic of Congo,COD,1970,76500,,,,,8400,18400,24500,11400
Democratic Republic of Congo,COD,1971,75200,,,,,8400,18900,25500,11700
Democratic Republic of Congo,COD,1972,74000,,,,,8700,19600,25800,12000
Democratic Republic of Congo,COD,1973,72700,,,,,8800,20100,26600,12300
Democratic Republic of Congo,COD,1974,71800,,,,,8800,20600,27000,12600
Democratic Republic of Congo,COD,1975,70100,,,,,8900,20900,27400,13000
Democratic Republic of Congo,COD,1976,69000,,,,,9200,21200,27500,13300
Democratic Republic of Congo,COD,1977,68000,,,,,9200,21000,27400,13600
Democratic Republic of Congo,COD,1978,65600,,,,,9100,20700,26800,13400
Democratic Republic of Congo,COD,1979,68000,,,,,9500,20200,27300,12900
Democratic Republic of Congo,COD,1980,69000,,,,,9700,20300,26700,12200
Democratic Republic of Congo,COD,1981,70000,,,,,9950,20780,27000,12000
Democratic Republic of Congo,COD,1982,71000,,,,,10160,21240,27300,12450
Democratic Republic of Congo,COD,1983,72000,,,,,10470,21590,27500,12750
Democratic Republic of Congo,COD,1984,73000,,,,,11080,22030,27800,13100
Democratic Republic of Congo,COD,1985,74000,,,,,11200,22920,28900,13200
Democratic Republic of Congo,COD,1986,75000,,,,,12520,23800,28900,14450
Democratic Republic of Congo,COD,1987,76000,,,,,14320,24680,29000,15750
Democratic Republic of Congo,COD,1988,76000,,,,,16500,25560,28000,15400
Democratic Republic of Congo,COD,1989,77000,,,,,17940,26440,29000,16100
Democratic Republic of Congo,COD,1990,78000,,,,,19930,21770,31000,15000
Democratic Republic of Congo,COD,1991,78000,,,,,20341,19315,27376,12676
Democratic Republic of Congo,COD,1992,81000,,,,,21334,19631,28752,14683
Democratic Republic of Congo,COD,1993,82000,,,,,21891,20244,28342,13728
Democratic Republic of Congo,COD,1994,84000,,,,,23148,18506,28652,14357
Democratic Republic of Congo,COD,1995,86000,,,,,23158,15773,27730,12857
Democratic Republic of Congo,COD,1996,88000,,,,,22534,15024,28583,14004
Democratic Republic of Congo,COD,1997,90000,,,,,23857,15619,28640,12468
Democratic Republic of Congo,COD,1998,91000,,,,,24447,14459,28697,12493
Democratic Republic of Congo,COD,1999,90500,,,,,22200,14000,27368,12000
Democratic Republic of Congo,COD,2000,90000,,,,,21856,13500,26090,11600
Democratic Republic of Congo,COD,2001,89505,,,,,21517,13018,24872,11058
Democratic Republic of Congo,COD,2002,89013,,,,,21184,12490,23710,10540
Democratic Republic of Congo,COD,2003,88524,,,,,21215,12466,23760,10572
Democratic Republic of Congo,COD,2004,88037,,,,,21246,12423,23810,10604
Democratic Republic of Congo,COD,2005,88735,,,,,21277,12400,23860,10669
Democratic Republic of Congo,COD,2006,88841,,,,,20437,12380,23910,10669
Democratic Republic of Congo,COD,2007,88948,,,,,20500,12360,23960,10700
Democratic Republic of Congo,COD,2008,89055,,,,,20563,12340,24010,10737
Democratic Republic of Congo,COD,2009,89160,,,,,21440,12320,24060,10760
Democratic Republic of Congo,COD,2010,89180,,,,,21500,12200,24100,10796
Democratic Republic of Congo,COD,2011,88937,,,,,21520,12260,24160,10828
Democratic Republic of Congo,COD,2012,88911,,,,,21382,14188,24622,10775
Democratic Republic of Congo,COD,2013,88912,,,,,20854,15064,24673,10808
Democratic Republic of Congo,COD,2014,88907,,,,,20842,15079,24553,11022
Democratic Republic of Congo,COD,2015,89402,,,,,21045,16516,25055,11132
Democratic Republic of Congo,COD,2016,89744,,,,,21017,17450,25287,10565
Democratic Republic of Congo,COD,2017,89096,,,,,21374,17893,25924,10314
Democratic Republic of Congo,COD,2018,89081,,,,,21395,19119,25964,10341
Democratic Republic of Congo,COD,2019,89081,,,,,19431,20390,26076,10406
Democratic Republic of Congo,COD,2020,89082,,,,,19834,21015,25633,10406
Denmark,DNK,1961,3300,5000,3600,,600,1200,140500,614300,83350
Denmark,DNK,1962,3600,3200,2100,,600,1100,177800,632100,88990
Denmark,DNK,1963,3200,2000,2300,,400,1100,180100,645400,81220
Denmark,DNK,1964,4000,2400,2100,,400,1200,156500,688000,95150
Denmark,DNK,1965,4500,3000,1700,,600,1400,154400,744000,83800
Denmark,DNK,1966,4000,3700,1200,,500,1900,195200,730900,68000
Denmark,DNK,1967,4000,3200,1000,,400,2700,218400,735000,66500
Denmark,DNK,1968,2800,3300,800,,500,3000,207100,715100,64600
Denmark,DNK,1969,2900,3300,700,,600,2500,193800,684400,68500
Denmark,DNK,1970,2500,3200,700,,500,2000,191700,717300,78500
Denmark,DNK,1971,2500,3600,700,,500,1400,194800,764300,80200
Denmark,DNK,1972,2500,3900,800,,500,1100,170600,765300,85300
Denmark,DNK,1973,2500,4100,800,,600,900,184500,773900,90100
Denmark,DNK,1974,3100,4000,700,,400,600,238300,743900,95100
Denmark,DNK,1975,2600,4100,1163,,300,525,235786,733941,90000
Denmark,DNK,1976,2600,4500,1457,,300,446,242239,716480,97100
Denmark,DNK,1977,2600,4600,1934,,400,426,243005,744264,102600
Denmark,DNK,1978,2500,5100,2448,,600,413,237591,812380,98400
Denmark,DNK,1979,2400,4300,2562,,300,395,253372,899074,99872
Denmark,DNK,1980,2617,4600,2279,,300,420,245299,972200,96299
Denmark,DNK,1981,2623,4400,1900,,300,363,237000,987000,103613
Denmark,DNK,1982,2686,3900,1491,,500,418,230300,985500,110113
Denmark,DNK,1983,2774,4500,1217,,600,441,239400,1043000,111657
Denmark,DNK,1984,2610,4300,1058,,100,564,246708,1034574,110424
Denmark,DNK,1985,2796,4300,983,,100,663,236473,1083264,114522
Denmark,DNK,1986,2827,4000,907,,200,812,243151,1143976,115213
Denmark,DNK,1987,2800,4400,900,,200,915,234603,1148754,112647
Denmark,DNK,1988,2850,4300,1000,,100,1084,216730,1167446,116460
Denmark,DNK,1989,2900,5800,1000,,100,1172,204517,1163419,127663
Denmark,DNK,1990,2990,4700,1000,,100,1464,201699,1208480,131079
Denmark,DNK,1991,3000,5141,990,,117,1787,212536,1271896,138897
Denmark,DNK,1992,3000,4877,890,,158,1900,217000,1369700,155156
Denmark,DNK,1993,3000,4400,979,,179,2000,203100,1503700,167366
Denmark,DNK,1994,4000,3900,900,,60,1700,189300,1521000,172434
Denmark,DNK,1995,3528,5400,800,,60,1500,181700,1494000,172960
Denmark,DNK,1996,3316,4100,800,,120,1642,178000,1493700,170220
Denmark,DNK,1997,3400,3800,900,,100,1508,174800,1520600,175673
Denmark,DNK,1998,3000,4200,700,,100,1500,161800,1629300,190270
Denmark,DNK,1999,3000,4962,800,,111,1483,156588,1641800,202459
Denmark,DNK,2000,3137,3838,700,,86,1453,153900,1624500,201699
Denmark,DNK,2001,3191,4721,700,,86,1587,153400,1716000,216104
Denmark,DNK,2002,3210,5196,900,,105,1495,153500,1759000,217540
Denmark,DNK,2003,3247,4500,800,,94,1500,146500,1762000,199994
Denmark,DNK,2004,3200,4500,682,,86,1690,150000,1809500,192586
Denmark,DNK,2005,3100,4244,762,,45,1693,135921,1792829,187563
Denmark,DNK,2006,3000,4571,700,,45,1743,128650,1748576,171281
Denmark,DNK,2007,3000,3,700,,45,1783,129986,1802195,173115
Denmark,DNK,2008,3000,2,700,,45,1756,128800,1707200,176784
Denmark,DNK,2009,3629,4,753,,45,1827,127900,1585000,169128
Denmark,DNK,2010,3530,100,496,,45,1726,132500,1668200,186985
Denmark,DNK,2011,3523,20,529,,45,1634,134200,1720200,188832
Denmark,DNK,2012,3500,100,502,,29,1348,126700,1669000,188081
Denmark,DNK,2013,3456,100,437,,45,1535,128000,1589400,168455
Denmark,DNK,2014,3594,100,305,,46,1662,125759,1593900,159728
Denmark,DNK,2015,3454,52,342,,35,1749,120491,1600591,145301
Denmark,DNK,2016,3404,51,381,,54,1594,129340,1579405,154245
Denmark,DNK,2017,3404,51,321,,37,1585,124148,1532387,151810
Denmark,DNK,2018,,1200,297,,34,1600,130200,1583100,147634
Denmark,DNK,2019,,1500,206,,18,1600,125600,1500400,158418
Denmark,DNK,2020,,1300,,,,1300,122430,1595630,166415
Djibouti,DJI,1961,,,,216,,2233,220,,
Djibouti,DJI,1962,,,,221,,2303,220,,
Djibouti,DJI,1963,,,,224,,2394,220,,
Djibouti,DJI,1964,,,,229,,2443,220,,
Djibouti,DJI,1965,,,,234,,2479,220,,
Djibouti,DJI,1966,,,,239,,2584,330,,
Djibouti,DJI,1967,,,,240,,2709,330,,
Djibouti,DJI,1968,,,,240,,2949,330,,
Djibouti,DJI,1969,,,,252,,3095,440,,
Djibouti,DJI,1970,,,,264,,3211,440,,
Djibouti,DJI,1971,,,,276,,3373,440,,
Djibouti,DJI,1972,,,,276,,3467,550,,
Djibouti,DJI,1973,,,,279,,3435,550,,
Djibouti,DJI,1974,,,,285,,3576,660,,
Djibouti,DJI,1975,,,,300,,3602,660,,
Djibouti,DJI,1976,,,,300,,3810,865,,
Djibouti,DJI,1977,,,,405,,3685,702,,
Djibouti,DJI,1978,,,,450,,3893,690,,
Djibouti,DJI,1979,,,,450,,4112,962,,
Djibouti,DJI,1980,,,,450,,5028,1276,,
Djibouti,DJI,1981,,,,450,,3426,1685,,
Djibouti,DJI,1982,,,,465,,2952,1560,,
Djibouti,DJI,1983,,,,465,,3571,1240,,
Djibouti,DJI,1984,,,,480,,4014,1209,,
Djibouti,DJI,1985,,,,495,,3978,1447,,
Djibouti,DJI,1986,,,,510,,3871,1864,,
Djibouti,DJI,1987,,,,525,,3788,1864,,
Djibouti,DJI,1988,,,,540,,3878,1754,,
Djibouti,DJI,1989,,,,540,,3797,1811,,
Djibouti,DJI,1990,,,,555,,4074,2243,,
Djibouti,DJI,1991,,,,570,,4497,2952,,
Djibouti,DJI,1992,,,,585,,4484,2970,,
Djibouti,DJI,1993,,,,600,,4399,3190,,
Djibouti,DJI,1994,,,,600,,4405,3487,,
Djibouti,DJI,1995,,,,615,,4405,3278,,
Djibouti,DJI,1996,,,,630,,4411,3477,,
Djibouti,DJI,1997,,,,630,,4411,3520,,
Djibouti,DJI,1998,,,,630,,4418,3740,,
Djibouti,DJI,1999,,,,638,,4470,4180,,
Djibouti,DJI,2000,,,,645,,4534,6050,,
Djibouti,DJI,2001,,,,653,,4534,6050,,
Djibouti,DJI,2002,,,,660,,4534,6050,,
Djibouti,DJI,2003,,,,660,,4534,6050,,
Djibouti,DJI,2004,,,,660,,4534,3630,,
Djibouti,DJI,2005,,,,750,,4547,5170,,
Djibouti,DJI,2006,,,,660,,4668,2200,,
Djibouti,DJI,2007,,,,660,,4538,6000,,
Djibouti,DJI,2008,,,,660,,4534,6050,,
Djibouti,DJI,2009,,,,660,,4534,6050,,
Djibouti,DJI,2010,,,,660,,4534,6050,,
Djibouti,DJI,2011,,,,675,,4534,6050,,
Djibouti,DJI,2012,,,,687,,4664,5914,,
Djibouti,DJI,2013,,,,685,,4612,5918,,
Djibouti,DJI,2014,,,,682,,4550,5777,,
Djibouti,DJI,2015,,,,682,,4527,5974,,
Djibouti,DJI,2016,,,,683,,4529,5916,,
Djibouti,DJI,2017,,,,692,,4531,5857,,
Djibouti,DJI,2018,,,,693,,4530,5960,,
Djibouti,DJI,2019,,,,696,,4532,6017,,
Djibouti,DJI,2020,,,,699,,4535,6074,,
Dominica,DMA,1961,,,,,,35,247,276,65
Dominica,DMA,1962,,,,,,34,234,282,70
Dominica,DMA,1963,,,,,,34,216,285,77
Dominica,DMA,1964,,,,,,34,212,288,82
Dominica,DMA,1965,,,,,,35,198,291,89
Dominica,DMA,1966,,,,,,34,180,294,95
Dominica,DMA,1967,,,,,,34,171,300,101
Dominica,DMA,1968,,,,,,34,162,306,107
Dominica,DMA,1969,,,,,,34,153,312,113
Dominica,DMA,1970,,,,,,34,144,318,118
Dominica,DMA,1971,,,,,,34,144,324,123
Dominica,DMA,1972,,,,,,35,153,336,129
Dominica,DMA,1973,,,,,,35,158,342,135
Dominica,DMA,1974,,,,,,36,162,348,141
Dominica,DMA,1975,,,,,,36,162,354,145
Dominica,DMA,1976,,,,,,36,171,360,150
Dominica,DMA,1977,,,,,,37,180,366,155
Dominica,DMA,1978,,,,,,37,180,372,155
Dominica,DMA,1979,,,,,,39,198,378,160
Dominica,DMA,1980,,,,,,41,216,390,165
Dominica,DMA,1981,,,,,,43,225,402,170
Dominica,DMA,1982,,,,,,46,234,432,175
Dominica,DMA,1983,,,,,,48,252,432,180
Dominica,DMA,1984,,,,,,53,281,370,180
Dominica,DMA,1985,,,,,,60,320,381,180
Dominica,DMA,1986,,,,,,61,360,400,185
Dominica,DMA,1987,,,,,,61,450,420,190
Dominica,DMA,1988,,,,,,62,467,366,200
Dominica,DMA,1989,,,,,,61,509,336,200
Dominica,DMA,1990,,,,,,61,495,366,220
Dominica,DMA,1991,,,,,,62,486,366,230
Dominica,DMA,1992,,,,,,63,486,390,250
Dominica,DMA,1993,,,,,,63,484,408,270
Dominica,DMA,1994,,,,,,63,482,420,300
Dominica,DMA,1995,,,,,,63,482,420,300
Dominica,DMA,1996,,,,,,63,522,420,310
Dominica,DMA,1997,,,,,,63,522,420,315
Dominica,DMA,1998,,,,,,63,522,420,340
Dominica,DMA,1999,,,,,,64,540,420,340
Dominica,DMA,2000,,,,,,64,540,420,340
Dominica,DMA,2001,,,,,,64,540,420,340
Dominica,DMA,2002,,,,,,64,540,420,340
Dominica,DMA,2003,,,,,,64,540,420,340
Dominica,DMA,2004,,,,,,64,540,420,340
Dominica,DMA,2005,,,,,,64,540,420,340
Dominica,DMA,2006,,,,,,65,540,420,340
Dominica,DMA,2007,,,,,,65,540,420,340
Dominica,DMA,2008,,,,,,65,540,420,340
Dominica,DMA,2009,,,,,,65,540,420,340
Dominica,DMA,2010,,,,,,65,540,420,340
Dominica,DMA,2011,,,,,,66,558,420,340
Dominica,DMA,2012,,,,,,67,576,420,360
Dominica,DMA,2013,,,,,,66,567,419,362
Dominica,DMA,2014,,,,,,67,559,420,361
Dominica,DMA,2015,,,,,,66,551,420,362
Dominica,DMA,2016,,,,,,66,548,421,363
Dominica,DMA,2017,,,,,,66,554,426,363
Dominica,DMA,2018,,,,,,66,557,425,363
Dominica,DMA,2019,,,,,,66,560,426,364
Dominica,DMA,2020,,,,,,66,562,426,365
Dominican Republic,DOM,1961,,,,,,746,25000,9200,19000
Dominican Republic,DOM,1962,,,,,,779,25000,9700,20000
Dominican Republic,DOM,1963,,,,,,811,25000,9200,21000
Dominican Republic,DOM,1964,,,,,,844,26000,9000,22000
Dominican Republic,DOM,1965,,,,,,876,24000,8700,23000
Dominican Republic,DOM,1966,,,,,,908,25000,9900,24000
Dominican Republic,DOM,1967,,,,,,941,25000,9600,25000
Dominican Republic,DOM,1968,,,,,,973,30100,10800,26000
Dominican Republic,DOM,1969,,,,,,1006,32000,10350,27000
Dominican Republic,DOM,1970,,,,,,1038,31000,11000,28000
Dominican Republic,DOM,1971,,,,,,1188,33000,14000,30000
Dominican Republic,DOM,1972,,,,,,1230,37123,16000,31000
Dominican Republic,DOM,1973,,,,,,1252,38800,17100,32000
Dominican Republic,DOM,1974,,,,,,1272,39013,18000,30000
Dominican Republic,DOM,1975,,,,,,1297,37106,19000,36000
Dominican Republic,DOM,1976,,,,,,1330,41985,21000,37000
Dominican Republic,DOM,1977,,,,,,1404,39100,22500,39200
Dominican Republic,DOM,1978,,,,,,1464,44600,22700,47000
Dominican Republic,DOM,1979,,,,,,1562,45800,23000,53600
Dominican Republic,DOM,1980,,,,,,1824,49442,11500,66088
Dominican Republic,DOM,1981,,,,,,1860,51619,500,64028
Dominican Republic,DOM,1982,,,,,,1880,54137,348,60718
Dominican Republic,DOM,1983,,,,,,1897,56254,1935,73702
Dominican Republic,DOM,1984,,,,,,1930,53545,6771,84114
Dominican Republic,DOM,1985,,,,,,2046,63308,13000,81086
Dominican Republic,DOM,1986,,,,,,1896,64484,14000,82789
Dominican Republic,DOM,1987,,,,,,1796,66640,16500,89313
Dominican Republic,DOM,1988,,,,,,1752,78737,17500,103372
Dominican Republic,DOM,1989,,,,,,1723,81099,20000,108290
Dominican Republic,DOM,1990,,,,,,1680,82478,20700,109716
Dominican Republic,DOM,1991,,,,,,1632,55838,13200,158124
Dominican Republic,DOM,1992,,,,,,1584,58242,15694,184478
Dominican Republic,DOM,1993,,,,,,1536,59966,15876,188742
Dominican Republic,DOM,1994,,,,,,1488,66860,17962,141522
Dominican Republic,DOM,1995,,,,,,1445,69899,57380,137032
Dominican Republic,DOM,1996,,,,,,1385,73982,59966,148689
Dominican Republic,DOM,1997,,,,,,1265,56836,61780,156264
Dominican Republic,DOM,1998,,,,,,1145,61190,64000,169192
Dominican Republic,DOM,1999,,,,,,926,65500,57656,182709
Dominican Republic,DOM,2000,,,,,,1046,68965,61173,211018
Dominican Republic,DOM,2001,,,,,,1075,70789,98817,281288
Dominican Republic,DOM,2002,,,,,,1122,71692,109898,251944
Dominican Republic,DOM,2003,,,,,,1134,72167,90915,230635
Dominican Republic,DOM,2004,,,,,,1390,72893,70353,268958
Dominican Republic,DOM,2005,,,,,,1661,71986,87060,334974
Dominican Republic,DOM,2006,,,,,,1674,84233,101228,354346
Dominican Republic,DOM,2007,,,,,,1667,101097,96345,363292
Dominican Republic,DOM,2008,,,,,,1671,99278,85322,326094
Dominican Republic,DOM,2009,,,,,,1625,101759,84793,338578
Dominican Republic,DOM,2010,,,,,,1670,112954,67639,278422
Dominican Republic,DOM,2011,,,,,,1649,102035,104345,285098
Dominican Republic,DOM,2012,,,,,,1809,95861,78211,263081
Dominican Republic,DOM,2013,,,,,,1899,100654,79082,284242
Dominican Republic,DOM,2014,,,,,,1873,78654,73072,307182
Dominican Republic,DOM,2015,,,,,,1828,95290,74152,316385
Dominican Republic,DOM,2016,,,,,,1817,92635,75621,325770
Dominican Republic,DOM,2017,,,,,,1796,58034,77305,338637
Dominican Republic,DOM,2018,,,,,,1775,63391,75954,349158
Dominican Republic,DOM,2019,,,,,,1794,64300,79943,354714
Dominican Republic,DOM,2020,,,,,,1792,66450,61167,312750
Eastern Africa (FAO),,1961,61500,6118,34,24994,6305,258594,718429,46212,111002
Eastern Africa (FAO),,1962,62500,6245,32,25597,6515,267079,719663,48043,114613
Eastern Africa (FAO),,1963,64200,6344,34,28290,6725,262995,718096,50702,116634
Eastern Africa (FAO),,1964,66700,6475,33,27221,6933,266620,729314,53736,120953
Eastern Africa (FAO),,1965,68500,6572,24,27366,7143,269512,735769,55108,125854
Eastern Africa (FAO),,1966,70500,6754,11,27681,7353,277281,792142,54877,135242
Eastern Africa (FAO),,1967,73800,7341,19,27822,7563,280481,796741,58143,142035
Eastern Africa (FAO),,1968,76000,7549,18,32372,7773,281730,823503,63439,147830
Eastern Africa (FAO),,1969,77500,7919,18,31892,7983,278483,841512,63627,163164
Eastern Africa (FAO),,1970,80000,8216,15,31702,8403,279063,885701,64354,172870
Eastern Africa (FAO),,1971,81700,8538,16,32730,8613,275970,842432,70633,181739
Eastern Africa (FAO),,1972,83200,8735,14,33838,8823,277230,865931,77920,189545
Eastern Africa (FAO),,1973,88000,8929,13,32569,9033,278166,881456,76490,196958
Eastern Africa (FAO),,1974,92000,8288,12,34403,8405,259499,872804,76523,199810
Eastern Africa (FAO),,1975,96900,8704,11,34190,9245,273883,847638,77777,212808
Eastern Africa (FAO),,1976,96000,8313,10,34342,8825,290289,885095,75379,222542
Eastern Africa (FAO),,1977,102000,8515,8,35439,8825,297842,941474,80355,237567
Eastern Africa (FAO),,1978,105300,9267,11,36607,9665,305897,1020293,84144,246590
Eastern Africa (FAO),,1979,108616,9467,12,37220,9665,311027,988708,81840,256168
Eastern Africa (FAO),,1980,113540,7709,12,38514,7565,317441,969448,91719,251637
Eastern Africa (FAO),,1981,117150,7623,10,39647,7565,321734,950404,100538,252231
Eastern Africa (FAO),,1982,122125,7267,10,40275,7145,327550,993770,96383,257535
Eastern Africa (FAO),,1983,125625,6911,17,39448,6725,329573,1011353,102891,261674
Eastern Africa (FAO),,1984,129525,6908,17,42611,6725,346799,1009507,110488,252399
Eastern Africa (FAO),,1985,133425,9088,14,45118,8825,361322,1027926,108823,276499
Eastern Africa (FAO),,1986,137250,10365,19,48350,9245,347539,1092400,119466,291679
Eastern Africa (FAO),,1987,140575,9288,15,48770,7565,363551,1028754,140849,285088
Eastern Africa (FAO),,1988,144100,10125,15,49750,8405,377963,1074611,145908,298845
Eastern Africa (FAO),,1989,147625,10117,15,56573,7995,389417,1105970,166502,309731
Eastern Africa (FAO),,1990,151150,11408,23,62391,8845,395636,1124385,230375,299393
Eastern Africa (FAO),,1991,154375,12069,19,66509,9285,373348,1066209,211038,313411
Eastern Africa (FAO),,1992,106355,12045,18,61927,9278,356256,1074338,227458,319968
Eastern Africa (FAO),,1993,157010,12539,15,58500,9704,279816,1066927,241250,292264
Eastern Africa (FAO),,1994,159219,12376,26,60407,9710,283596,1049162,255327,298045
Eastern Africa (FAO),,1995,162517,13031,34,63381,10136,286141,1079804,284348,313928
Eastern Africa (FAO),,1996,163858,13700,16,65053,10983,289292,1081843,285786,321885
Eastern Africa (FAO),,1997,163816,14349,16,63561,11410,290739,1108397,302192,332522
Eastern Africa (FAO),,1998,169297,14989,17,67768,11926,309589,1141738,296509,342980
Eastern Africa (FAO),,1999,168560,15652,19,65684,12233,319452,1261171,300169,348013
Eastern Africa (FAO),,2000,172664,17211,19,67409,13140,321127,1221460,308164,367495
Eastern Africa (FAO),,2001,178370,17657,19,74374,12691,356357,1206657,313396,428433
Eastern Africa (FAO),,2002,183414,17898,20,74220,12693,371007,1292340,306764,431932
Eastern Africa (FAO),,2003,188279,17190,18,78787,12695,393934,1319392,294566,438810
Eastern Africa (FAO),,2004,194471,17146,19,85805,12696,419222,1326565,315983,439077
Eastern Africa (FAO),,2005,199738,17154,20,79873,12698,433293,1434395,342620,448044
Eastern Africa (FAO),,2006,203162,17198,20,81411,12699,458089,1509141,324103,440453
Eastern Africa (FAO),,2007,210490,14486,6,130940,12648,475027,1501150,338571,448912
Eastern Africa (FAO),,2008,215756,15021,7,150980,12650,473605,1586808,368219,463278
Eastern Africa (FAO),,2009,219622,15331,6,132168,12680,492087,1647988,355602,502381
Eastern Africa (FAO),,2010,223175,15491,6,143290,12680,515756,1745739,350981,546693
Eastern Africa (FAO),,2011,226796,15953,6,139959,12710,544259,1765961,380296,584416
Eastern Africa (FAO),,2012,239223,15834,6,141672,12710,616593,1777682,439402,635343
Eastern Africa (FAO),,2013,241394,15633,6,142335,12680,630763,1847148,464791,651721
Eastern Africa (FAO),,2014,243839,17153,6,136971,12726,659703,1922473,490140,694354
Eastern Africa (FAO),,2015,251019,16759,6,143679,12749,650602,1939816,495865,735293
Eastern Africa (FAO),,2016,251423,62558,6,140101,12776,639531,1982154,502585,818643
Eastern Africa (FAO),,2017,251239,61659,6,141197,12842,634519,2165669,557680,873175
Eastern Africa (FAO),,2018,253162,39222,6,144624,12822,675841,1843710,653692,965106
Eastern Africa (FAO),,2019,252946,104485,6,167809,12831,779254,2053418,613352,907152
Eastern Africa (FAO),,2020,254246,52344,6,153260,12840,844153,1963137,583284,863398
Eastern Asia (FAO),,1966,1105,171164,65731,24000,96620,261434,434722,6809967,1114288
Eastern Asia (FAO),,1967,2064,177661,68224,23000,102222,274473,450700,7159881,1211525
Eastern Asia (FAO),,1968,2980,185356,68923,23000,109528,285774,469262,7049716,1287248
Eastern Asia (FAO),,1969,4800,190110,65019,21400,116022,296970,538091,6887781,1408816
Eastern Asia (FAO),,1970,4560,196182,64817,20000,122426,304116,586544,7040920,1527141
Eastern Asia (FAO),,1971,4840,203920,67068,19700,128324,327146,621644,8105816,1637255
Eastern Asia (FAO),,1972,4600,214300,66818,19600,134724,351264,672328,8950414,1802363
Eastern Asia (FAO),,1973,3320,218010,66456,20000,141126,374446,618484,9102261,1903688
Eastern Asia (FAO),,1974,3800,229000,71922,21600,147424,401920,712661,9158421,2002490
Eastern Asia (FAO),,1975,3800,236400,75743,21700,153820,440386,793895,9259759,2064532
Eastern Asia (FAO),,1976,4000,248978,76313,21300,160320,403544,737050,9288997,2246322
Eastern Asia (FAO),,1977,4000,265350,81208,23000,167216,407446,799766,9479694,2450055
Eastern Asia (FAO),,1978,4000,277038,83429,23500,174198,445633,858953,10378891,2652348
Eastern Asia (FAO),,1979,4500,293645,76548,22000,180832,500353,910346,12732860,2806831
Eastern Asia (FAO),,1980,4500,305106,72821,21300,186934,571111,954576,14059965,2919910
Eastern Asia (FAO),,1981,4500,317725,71377,22000,193206,607076,1023104,14507902,2989040
Eastern Asia (FAO),,1982,5000,329040,70632,21900,201086,662684,1038715,15431330,3132218
Eastern Asia (FAO),,1983,5000,337559,72491,22680,208280,675064,1093840,15992846,3303954
Eastern Asia (FAO),,1984,5150,339420,73720,23040,212540,719058,1216192,17406314,3397476
Eastern Asia (FAO),,1985,5300,351216,78118,24000,214676,715855,1337892,19729840,3541832
Eastern Asia (FAO),,1986,5350,415706,81219,24628,246942,751207,1515038,20315426,3947101
Eastern Asia (FAO),,1987,5480,478213,84307,24433,289606,846133,1724702,21657215,4386285
Eastern Asia (FAO),,1988,5480,521087,82188,23564,395677,920760,1859119,23315768,4985465
Eastern Asia (FAO),,1989,5600,544009,86337,26101,414464,1090779,1892258,24433081,5089668
Eastern Asia (FAO),,1990,5700,613157,89437,28760,474070,1207795,2057895,25897604,5450411
Eastern Asia (FAO),,1991,5800,683440,98907,27740,638473,1324455,2359748,28075747,6212332
Eastern Asia (FAO),,1992,5900,800139,107791,27820,742673,1375569,2652391,30010082,6883746
Eastern Asia (FAO),,1993,6000,998104,88134,24710,851517,1496096,3121400,32196801,8133965
Eastern Asia (FAO),,1994,6098,1106014,143195,18782,933954,1605465,3332438,35738464,8844657
